,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
195,44.0,5.0,,第3节,22.5,0.87,-22.5,0.8,174.5,0.83,176.5,0.83,22.5,,,1.0,13.0,1.0,11.0,18.0,11.0,8.0,3.0,2.0,2.0,6.0,57.9,72.7,47.0,69.0,0.0,1,3.0,17.0,0,,21077.0,0.0,0.0
196,44.0,5.0,,第3节,22.5,0.87,-22.5,0.8,176.5,0.83,176.5,0.83,176.5,,,1.0,13.0,1.0,11.0,18.0,11.0,8.0,3.0,2.0,2.0,6.0,57.9,72.7,47.0,69.0,0.0,1,3.0,17.0,0,,21077.0,0.0,0.0
197,44.0,5.0,,第3节,22.5,0.87,-22.5,0.8,176.5,0.83,176.5,0.83,176.5,,,1.0,13.0,1.0,11.0,18.0,11.0,8.0,3.0,2.0,2.0,6.0,57.9,72.7,47.0,69.0,0.0,1,2.0,57.0,0,,21077.0,0.0,0.0
198,44.0,5.0,,第3节,22.5,0.87,-22.5,0.8,174.5,0.83,174.5,0.83,174.5,,,1.0,13.0,1.0,11.0,18.0,11.0,8.0,3.0,2.0,2.0,6.0,57.9,72.7,47.0,69.0,0.0,1,2.0,57.0,0,,21077.0,0.0,0.0
199,44.0,5.0,,第3节,22.5,0.87,-22.5,0.8,174.5,0.83,174.5,0.83,174.5,,,1.0,13.0,1.0,11.0,18.0,11.0,8.0,3.0,2.0,2.0,6.0,57.9,72.7,47.0,69.0,0.0,1,2.0,57.0,0,,11077.0,0.0,0.0
200,44.0,5.0,,第3节,22.5,0.87,-23.5,0.8,174.5,0.83,174.5,0.83,-23.5,,,1.0,13.0,1.0,11.0,18.0,11.0,8.0,3.0,2.0,2.0,6.0,57.9,72.7,47.0,69.0,0.0,1,2.0,57.0,0,,11077.0,0.0,0.0
201,44.0,5.0,,第3节,23.5,0.87,-23.5,0.8,174.5,0.83,174.5,0.83,23.5,,,1.0,13.0,1.0,11.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,69.0,0.0,1,2.0,57.0,0,,21081.0,0.0,0.0
202,44.0,5.0,,第3节,23.5,0.87,-23.5,0.8,173.5,0.83,173.5,0.83,173.5,,,1.0,13.0,1.0,11.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,69.0,0.0,1,2.0,57.0,0,,11077.0,0.0,0.0
203,44.0,5.0,,第3节,23.5,0.87,-23.5,0.8,173.5,0.83,173.5,0.83,173.5,,,1.0,13.0,1.0,11.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,69.0,0.0,1,2.0,41.0,0,,11077.0,0.0,0.0
204,44.0,5.0,,第3节,23.5,0.87,-23.5,0.8,173.5,0.83,173.5,0.83,173.5,,,1.0,13.0,1.0,12.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,71.0,69.0,0.0,1,2.0,41.0,0,,11074.0,0.0,0.0
205,44.0,5.0,,第3节,23.5,0.87,-23.5,0.8,173.5,0.83,173.5,0.83,173.5,,,1.0,13.0,1.0,12.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,71.0,0.0,1,2.0,41.0,0,,21077.0,0.0,0.0
206,44.0,5.0,,第3节,23.5,0.87,-24.5,0.8,173.5,0.83,173.5,0.83,-24.5,,,1.0,13.0,1.0,12.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,71.0,0.0,1,2.0,41.0,0,,21077.0,0.0,0.0
207,44.0,5.0,,第3节,24.5,0.87,-24.5,0.8,173.5,0.83,175.5,0.83,24.5,,,1.0,13.0,1.0,12.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,71.0,0.0,1,2.0,41.0,0,,21077.0,0.0,0.0
208,44.0,5.0,,第3节,24.5,0.87,-24.5,0.8,175.5,0.83,175.5,0.83,175.5,,,1.0,13.0,1.0,12.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,71.0,0.0,1,2.0,41.0,0,,21077.0,0.0,0.0
209,44.0,5.0,,第3节,24.5,0.87,-24.5,0.8,175.5,0.83,175.5,0.83,175.5,,,1.0,13.0,1.0,12.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,71.0,0.0,1,2.0,15.0,0,,11077.0,0.0,0.0
210,44.0,5.0,,第3节,24.5,0.83,-25.5,0.83,175.5,0.83,175.5,0.83,-25.5,,,1.0,13.0,1.0,12.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,71.0,0.0,1,2.0,15.0,0,,11077.0,0.0,0.0
211,44.0,5.0,,第3节,25.5,0.83,-25.5,0.83,175.5,0.83,173.5,0.83,25.5,,,1.0,13.0,1.0,12.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,71.0,0.0,1,2.0,15.0,0,,11077.0,0.0,0.0
212,44.0,5.0,,第3节,25.5,0.83,-25.5,0.83,173.5,0.83,173.5,0.83,173.5,,,1.0,13.0,1.0,12.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,71.0,0.0,1,2.0,15.0,0,,11077.0,0.0,0.0
213,44.0,5.0,,第3节,25.5,0.83,-25.5,0.83,173.5,0.83,173.5,0.83,173.5,,,1.0,13.0,1.0,12.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,71.0,0.0,1,2.0,5.0,0,,11077.0,0.0,0.0
214,44.0,5.0,,第3节,25.5,0.83,-24.5,0.83,173.5,0.83,173.5,0.83,-24.5,,,1.0,13.0,1.0,12.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,71.0,0.0,1,2.0,5.0,0,,21077.0,0.0,0.0
215,44.0,5.0,,第3节,24.5,0.83,-24.5,0.83,173.5,0.83,172.5,0.83,24.5,,,1.0,13.0,1.0,12.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,71.0,0.0,1,2.0,5.0,0,,21077.0,0.0,0.0
216,44.0,5.0,,第3节,24.5,0.83,-24.5,0.83,172.5,0.83,172.5,0.83,172.5,,,1.0,13.0,1.0,12.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,71.0,0.0,1,2.0,5.0,0,,21077.0,0.0,0.0
217,44.0,5.0,,第3节,24.5,0.83,-24.5,0.83,172.5,0.83,172.5,0.83,172.5,,,1.0,13.0,1.0,12.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,71.0,0.0,1,1.0,53.0,0,,21077.0,0.0,0.0
218,44.0,5.0,,第3节,24.5,0.83,-24.5,0.83,171.5,0.83,171.5,0.83,171.5,,,1.0,13.0,1.0,12.0,18.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,71.0,0.0,1,1.0,53.0,0,,21077.0,0.0,0.0
219,44.0,5.0,,第3节,24.5,0.83,-24.5,0.83,171.5,0.83,171.5,0.83,171.5,,,1.0,13.0,1.0,12.0,19.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,47.0,49.0,0.0,1,1.0,53.0,0,,21074.0,0.0,0.0
220,44.0,5.0,,第3节,24.5,0.83,-24.5,0.83,171.5,0.83,171.5,0.83,171.5,,,1.0,13.0,1.0,12.0,19.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,49.0,71.0,0.0,1,1.0,53.0,0,,11077.0,0.0,0.0
221,44.0,5.0,,第3节,24.5,0.83,-23.5,0.83,171.5,0.83,171.5,0.83,-23.5,,,1.0,13.0,1.0,12.0,19.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,49.0,71.0,0.0,1,1.0,53.0,0,,11077.0,0.0,0.0
222,44.0,5.0,,第3节,23.5,0.83,-23.5,0.83,171.5,0.83,173.5,0.83,23.5,,,1.0,13.0,1.0,12.0,19.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,49.0,71.0,0.0,1,1.0,53.0,0,,11077.0,0.0,0.0
223,44.0,5.0,,第3节,23.5,0.83,-23.5,0.83,173.5,0.83,173.5,0.83,173.5,,,1.0,13.0,1.0,12.0,19.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,49.0,71.0,0.0,1,1.0,53.0,0,,11077.0,0.0,0.0
224,44.0,5.0,,第3节,23.5,0.83,-23.5,0.83,173.5,0.83,173.5,0.83,173.5,,,1.0,13.0,1.0,12.0,19.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,49.0,71.0,0.0,1,1.0,46.0,0,,11077.0,0.0,0.0
225,44.0,5.0,,第3节,23.5,0.83,-23.5,0.83,172.5,0.83,172.5,0.83,172.5,,,1.0,13.0,1.0,12.0,19.0,11.0,8.0,3.0,1.0,2.0,6.0,57.9,72.7,49.0,71.0,0.0,1,1.0,46.0,0,,11077.0,0.0,0.0
226,44.0,5.0,,第3节,23.5,0.83,-23.5,0.83,172.5,0.83,172.5,0.83,172.5,,,1.0,13.0,1.0,12.0,19.0,11.0,8.0,3.0,1.0,2.0,7.0,57.9,72.7,49.0,71.0,0.0,1,1.0,46.0,0,,21086.0,0.0,0.0
227,44.0,5.0,,第3节,23.5,0.83,-23.5,0.83,172.5,0.83,172.5,0.83,172.5,,,1.0,13.0,1.0,12.0,19.0,11.0,8.0,3.0,1.0,2.0,7.0,57.9,72.7,49.0,71.0,0.0,1,1.0,46.0,0,,11077.0,0.0,0.0
228,44.0,5.0,,第3节,23.5,0.83,-24.5,0.83,172.5,0.83,172.5,0.83,-24.5,,1:3,1.0,13.0,1.0,12.0,19.0,11.0,8.0,3.0,1.0,2.0,7.0,57.9,72.7,49.0,71.0,0.0,1,1.0,46.0,0,,11078.0,0.0,0.0
229,44.0,5.0,,第3节,24.5,0.83,-24.5,0.83,172.5,0.83,174.5,0.83,24.5,,1:3,1.0,13.0,1.0,12.0,19.0,11.0,8.0,3.0,1.0,2.0,7.0,57.9,72.7,49.0,71.0,0.0,1,1.0,46.0,0,,11078.0,0.0,0.0
230,44.0,5.0,,第3节,24.5,0.83,-24.5,0.83,174.5,0.83,174.5,0.83,174.5,,1:3,1.0,13.0,1.0,12.0,19.0,11.0,8.0,3.0,1.0,2.0,7.0,57.9,72.7,49.0,71.0,0.0,1,1.0,46.0,0,,11078.0,0.0,0.0
231,44.0,5.0,,第3节,24.5,0.83,-24.5,0.83,174.5,0.83,174.5,0.83,174.5,,1:3,1.0,13.0,1.0,12.0,19.0,12.0,8.0,3.0,1.0,2.0,7.0,60.0,72.7,72.0,71.0,0.0,1,1.0,46.0,0,,11079.0,0.0,0.0
232,44.0,5.0,,第3节,24.5,0.83,-24.5,0.83,174.5,0.83,174.5,0.83,174.5,,2:3,1.0,13.0,1.0,12.0,19.0,12.0,8.0,3.0,1.0,2.0,7.0,60.0,72.7,49.0,72.0,0.0,1,1.0,46.0,0,,11078.0,0.0,0.0
233,44.0,5.0,,第3节,24.5,0.87,-24.5,0.8,175.5,0.83,175.5,0.83,175.5,,2:3,1.0,13.0,1.0,12.0,19.0,12.0,8.0,3.0,1.0,2.0,7.0,60.0,72.7,49.0,72.0,0.0,1,1.0,46.0,0,,11078.0,0.0,0.0
234,44.0,5.0,,第3节,24.5,0.87,-24.5,0.8,175.5,0.83,175.5,0.83,175.5,,2:3,1.0,13.0,1.0,12.0,19.0,13.0,8.0,3.0,1.0,2.0,7.0,61.9,72.7,73.0,72.0,0.0,1,1.0,46.0,0,,11079.0,0.0,0.0
235,44.0,5.0,,第3节,24.5,0.87,-24.5,0.8,175.5,0.83,175.5,0.83,175.5,,3:3,1.0,13.0,1.0,12.0,19.0,13.0,8.0,3.0,1.0,2.0,7.0,61.9,72.7,49.0,73.0,0.0,1,1.0,46.0,0,,11078.0,0.0,0.0
236,44.0,5.0,,第3节,24.5,0.8,-25.5,0.87,175.5,0.83,175.5,0.83,-25.5,,3:3,1.0,13.0,1.0,12.0,19.0,13.0,8.0,3.0,1.0,2.0,7.0,61.9,72.7,49.0,73.0,0.0,1,1.0,46.0,0,,11078.0,0.0,0.0
237,44.0,5.0,,第3节,25.5,0.8,-25.5,0.87,175.5,0.83,175.5,0.83,25.5,,3:3,1.0,13.0,1.0,12.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,74.0,73.0,0.0,1,1.0,46.0,0,,11079.0,0.0,0.0
238,44.0,5.0,,第3节,25.5,0.8,-25.5,0.87,175.5,0.83,175.5,0.83,25.5,,,1.0,13.0,1.0,12.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,49.0,74.0,0.0,1,1.0,46.0,0,,21077.0,0.0,0.0
239,44.0,5.0,,第3节,25.5,0.83,-25.5,0.83,176.5,0.83,176.5,0.83,176.5,,,1.0,13.0,1.0,12.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,49.0,74.0,0.0,1,1.0,46.0,0,,21077.0,0.0,0.0
240,44.0,5.0,,第3节,25.5,0.83,-25.5,0.83,176.5,0.83,173.5,0.83,176.5,,,1.0,13.0,1.0,12.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,49.0,74.0,0.0,1,1.0,46.0,0,,21077.0,0.0,0.0
241,44.0,5.0,,第3节,25.5,0.83,-25.5,0.83,173.5,0.83,173.5,0.83,173.5,,,1.0,13.0,1.0,12.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,49.0,74.0,0.0,1,1.0,46.0,0,,21077.0,0.0,0.0
242,44.0,5.0,,第3节,25.5,0.83,-25.5,0.83,173.5,0.83,173.5,0.83,173.5,,,1.0,13.0,1.0,12.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,49.0,74.0,0.0,1,1.0,17.0,0,,21077.0,0.0,0.0
243,44.0,5.0,,第3节,25.5,0.83,-25.5,0.83,173.5,0.83,173.5,0.83,173.5,,,1.0,13.0,1.0,12.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,49.0,74.0,0.0,1,1.0,17.0,0,,21077.0,0.0,0.0
244,44.0,5.0,,第3节,25.5,0.83,-25.5,0.83,173.5,0.83,173.5,0.83,173.5,,,1.0,13.0,1.0,12.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,49.0,74.0,0.0,1,1.0,16.0,0,,21077.0,0.0,0.0
245,44.0,5.0,,第3节,25.5,0.83,-25.5,0.83,173.5,0.83,173.5,0.83,173.5,,,1.0,13.0,2.0,12.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,49.0,52.0,0.0,1,1.0,16.0,0,,21075.0,0.0,0.0
246,44.0,5.0,,第3节,25.5,0.83,-25.5,0.83,173.5,0.83,173.5,0.83,173.5,,,1.0,13.0,2.0,12.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,74.0,0.0,1,1.0,16.0,0,,11077.0,0.0,0.0
247,44.0,5.0,,第3节,25.5,0.83,-23.5,0.83,173.5,0.83,173.5,0.83,-23.5,,,1.0,13.0,2.0,12.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,74.0,0.0,1,1.0,16.0,0,,11077.0,0.0,0.0
248,44.0,5.0,,第3节,23.5,0.83,-23.5,0.83,173.5,0.83,176.5,0.83,23.5,,,1.0,13.0,2.0,12.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,74.0,0.0,1,1.0,16.0,0,,11077.0,0.0,0.0
249,44.0,5.0,,第3节,23.5,0.83,-23.5,0.83,176.5,0.83,176.5,0.83,176.5,,,1.0,13.0,2.0,12.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,74.0,0.0,1,1.0,16.0,0,,11077.0,0.0,0.0
250,44.0,5.0,,第3节,23.5,0.83,-23.5,0.83,176.5,0.83,176.5,0.83,176.5,,,1.0,13.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,76.0,74.0,0.0,1,1.0,16.0,0,,11074.0,0.0,0.0
251,44.0,5.0,,第3节,23.5,0.83,-23.5,0.83,176.5,0.83,176.5,0.83,176.5,,,1.0,13.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,76.0,0.0,1,1.0,1.0,0,,21077.0,0.0,0.0
252,44.0,5.0,,第3节,23.5,0.83,-24.5,0.83,176.5,0.83,176.5,0.83,-24.5,,,1.0,13.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,76.0,0.0,1,1.0,1.0,0,,21077.0,0.0,0.0
253,44.0,5.0,,第3节,24.5,0.83,-24.5,0.83,176.5,0.83,177.5,0.83,24.5,,,1.0,13.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,76.0,0.0,1,1.0,1.0,0,,21077.0,0.0,0.0
254,44.0,5.0,,第3节,24.5,0.83,-24.5,0.83,177.5,0.83,177.5,0.83,177.5,,,1.0,13.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,76.0,0.0,1,1.0,1.0,0,,21077.0,0.0,0.0
255,44.0,5.0,,第3节,24.5,0.83,-24.5,0.83,177.5,0.83,177.5,0.83,177.5,,,1.0,13.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,76.0,0.0,1,0.0,53.0,0,,21077.0,0.0,0.0
256,44.0,5.0,,第3节,24.5,0.83,-25.5,0.83,177.5,0.83,177.5,0.83,-25.5,,,1.0,13.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,76.0,0.0,1,0.0,53.0,0,,11077.0,0.0,0.0
257,44.0,5.0,,第3节,25.5,0.83,-25.5,0.83,177.5,0.83,177.5,0.83,25.5,,,1.0,13.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,76.0,0.0,1,0.0,36.0,0,,21077.0,0.0,0.0
258,44.0,5.0,,第3节,25.5,0.8,-24.5,0.87,177.5,0.83,177.5,0.83,-24.5,,,1.0,13.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,76.0,0.0,1,0.0,36.0,0,,21077.0,0.0,0.0
259,44.0,5.0,,第3节,24.5,0.8,-24.5,0.87,177.5,0.83,175.5,0.83,24.5,,,1.0,13.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,76.0,0.0,1,0.0,36.0,0,,21077.0,0.0,0.0
260,44.0,5.0,,第3节,24.5,0.8,-24.5,0.87,175.5,0.83,175.5,0.83,175.5,,,1.0,13.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,76.0,0.0,1,0.0,36.0,0,,21077.0,0.0,0.0
261,44.0,5.0,,第3节,24.5,0.8,-24.5,0.87,175.5,0.83,175.5,0.83,175.5,,,1.0,13.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,76.0,0.0,1,0.0,28.0,0,,11077.0,0.0,0.0
262,44.0,5.0,,第3节,24.5,0.8,-25.5,0.87,175.5,0.83,175.5,0.83,-25.5,,,1.0,13.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,76.0,0.0,1,0.0,28.0,0,,11077.0,0.0,0.0
263,44.0,5.0,,第3节,25.5,0.8,-25.5,0.87,175.5,0.83,175.5,0.83,25.5,,,1.0,14.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,79.0,76.0,0.0,1,0.0,28.0,0,,11075.0,0.0,0.0
264,44.0,5.0,,第3节,25.5,0.8,-25.5,0.87,175.5,0.83,175.5,0.83,25.5,,,1.0,14.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,79.0,0.0,1,0.0,28.0,0,,21077.0,0.0,0.0
265,44.0,5.0,,第3节,25.5,0.8,-25.5,0.87,175.5,0.83,175.5,0.83,25.5,,,1.0,14.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,79.0,0.0,1,0.0,19.0,0,,21077.0,0.0,0.0
266,44.0,5.0,,第3节,25.5,0.8,-27.5,0.87,175.5,0.83,175.5,0.83,-27.5,,,1.0,14.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,79.0,0.0,1,0.0,19.0,0,,21077.0,0.0,0.0
267,44.0,5.0,,第3节,27.5,0.8,-27.5,0.87,175.5,0.83,177.5,0.83,27.5,,,1.0,14.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,79.0,0.0,1,0.0,19.0,0,,21077.0,0.0,0.0
268,44.0,5.0,,第3节,27.5,0.8,-27.5,0.87,177.5,0.83,177.5,0.83,177.5,,,1.0,14.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,79.0,0.0,1,0.0,19.0,0,,21077.0,0.0,0.0
269,44.0,5.0,,第3节,27.5,0.8,-27.5,0.87,177.5,0.83,177.5,0.83,177.5,,,1.0,14.0,2.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,79.0,0.0,1,0.0,1.0,0,,21077.0,0.0,0.0
270,44.0,5.0,,第3节,27.5,0.8,-27.5,0.87,177.5,0.83,177.5,0.83,177.5,,,1.0,14.0,3.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,52.0,55.0,0.0,1,0.0,1.0,0,,21075.0,0.0,0.0
271,44.0,5.0,,第3节,27.5,0.8,-27.5,0.87,177.5,0.83,177.5,0.83,177.5,,,1.0,14.0,3.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,55.0,79.0,0.0,1,0.0,1.0,0,,11077.0,0.0,0.0
272,44.0,5.0,,第3节,27.5,0.91,-24.5,0.77,177.5,0.83,177.5,0.83,-24.5,,,1.0,14.0,3.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,55.0,79.0,0.0,1,0.0,1.0,0,,11077.0,0.0,0.0
273,44.0,5.0,,第3节,24.5,0.91,-24.5,0.77,177.5,0.83,179.5,0.83,24.5,,,1.0,14.0,3.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,55.0,79.0,0.0,1,0.0,1.0,0,,11077.0,0.0,0.0
274,44.0,5.0,,第3节,24.5,0.91,-24.5,0.77,179.5,0.83,179.5,0.83,179.5,,,1.0,14.0,3.0,13.0,19.0,14.0,8.0,3.0,1.0,2.0,7.0,63.6,72.7,55.0,79.0,0.0,1,0.0,1.0,0,,11077.0,0.0,0.0
275,44.0,5.0,,第3节,24.5,0.91,-24.5,0.77,179.5,0.83,179.5,0.83,179.5,,3.0,0.0,14.0,3.0,13.0,19.0,14.0,8.0,3.0,1.0,0.0,0.0,63.6,72.7,55.0,79.0,0.0,1,0.0,0.0,0,,1082.0,0.0,0.0
276,44.0,5.0,,第4节,24.5,0.91,-24.5,0.77,179.5,0.83,179.5,0.83,179.5,,3.0,0.0,14.0,3.0,13.0,19.0,14.0,8.0,3.0,1.0,0.0,0.0,63.6,72.7,55.0,79.0,0.0,1,0.0,0.0,0,,1082.0,0.0,0.0
277,44.0,5.0,第4节,第4节,24.5,0.83,-24.5,0.83,179.5,0.83,179.5,0.83,179.5,,3.0,0.0,14.0,3.0,13.0,19.0,14.0,8.0,3.0,1.0,0.0,0.0,63.6,72.7,55.0,79.0,0.0,1,10.0,0.0,0,,1082.0,0.0,0.0
278,44.0,5.0,第4节,第4节,24.5,0.83,-24.5,0.83,179.5,0.83,179.5,0.83,179.5,4.0,,0.0,14.0,3.0,13.0,19.0,14.0,8.0,3.0,1.0,0.0,0.0,63.6,72.7,55.0,57.0,0.0,1,10.0,0.0,0,,1090.0,0.0,0.0
279,44.0,5.0,第4节,第4节,24.5,0.83,-24.5,0.83,179.5,0.83,179.5,0.83,179.5,4.0,,0.0,14.0,3.0,13.0,20.0,14.0,8.0,3.0,1.0,0.0,0.0,63.6,72.7,55.0,57.0,0.0,1,10.0,0.0,0,,21074.0,0.0,0.0
280,44.0,5.0,第4节,第4节,24.5,0.83,-22.5,0.83,179.5,0.83,179.5,0.83,-22.5,4.0,,0.0,14.0,3.0,13.0,20.0,14.0,8.0,3.0,1.0,0.0,0.0,63.6,72.7,55.0,57.0,0.0,1,10.0,0.0,0,,11077.0,0.0,0.0
281,44.0,5.0,第4节,第4节,22.5,0.83,-22.5,0.83,179.5,0.83,180.5,0.83,22.5,4.0,,0.0,14.0,3.0,13.0,20.0,14.0,8.0,3.0,1.0,0.0,0.0,63.6,72.7,55.0,57.0,0.0,1,10.0,0.0,0,,11077.0,0.0,0.0
282,44.0,5.0,第4节,第4节,22.5,0.83,-22.5,0.83,180.5,0.83,180.5,0.83,180.5,4.0,,0.0,14.0,3.0,13.0,20.0,14.0,8.0,3.0,1.0,0.0,0.0,63.6,72.7,55.0,57.0,0.0,1,10.0,0.0,0,,11077.0,0.0,0.0
283,44.0,5.0,第4节,第4节,22.5,0.83,-22.5,0.83,180.5,0.83,180.5,0.83,180.5,4.0,,0.0,14.0,3.0,13.0,20.0,14.0,8.0,3.0,1.0,0.0,0.0,63.6,72.7,57.0,79.0,0.0,1,10.0,0.0,0,,11077.0,0.0,0.0
284,44.0,5.0,第4节,第4节,22.5,0.83,-22.5,0.83,180.5,0.83,180.5,0.83,180.5,4.0,,0.0,14.0,3.0,13.0,20.0,14.0,8.0,3.0,1.0,0.0,0.0,63.6,72.7,57.0,79.0,0.0,1,9.0,52.0,0,,11077.0,0.0,0.0
285,44.0,5.0,第4节,第4节,22.5,0.83,-22.5,0.83,180.5,0.83,180.5,0.83,180.5,4.0,,0.0,14.0,3.0,14.0,20.0,14.0,8.0,3.0,1.0,0.0,0.0,63.6,72.7,81.0,79.0,0.0,1,9.0,52.0,0,,11074.0,0.0,0.0
286,44.0,5.0,第4节,第4节,22.5,0.83,-22.5,0.83,180.5,0.83,180.5,0.83,180.5,4.0,,0.0,14.0,3.0,14.0,20.0,14.0,8.0,3.0,1.0,0.0,0.0,63.6,72.7,57.0,81.0,0.0,1,9.0,52.0,0,,21077.0,0.0,0.0
287,44.0,5.0,第4节,第4节,22.5,0.83,-22.5,0.83,180.5,0.83,180.5,0.83,180.5,4.0,,0.0,14.0,3.0,14.0,20.0,14.0,8.0,3.0,1.0,0.0,0.0,63.6,72.7,57.0,81.0,0.0,1,9.0,32.0,0,,21077.0,0.0,0.0
288,44.0,5.0,第4节,第4节,22.5,0.83,-24.5,0.83,180.5,0.83,180.5,0.83,-24.5,4.0,,0.0,14.0,3.0,14.0,20.0,14.0,8.0,3.0,1.0,0.0,0.0,63.6,72.7,57.0,81.0,0.0,1,9.0,32.0,0,,21077.0,0.0,0.0
289,44.0,5.0,第4节,第4节,24.5,0.83,-24.5,0.83,180.5,0.83,181.5,0.83,24.5,4.0,,0.0,14.0,3.0,14.0,20.0,14.0,8.0,3.0,1.0,0.0,0.0,63.6,72.7,57.0,81.0,0.0,1,9.0,32.0,0,,21077.0,0.0,0.0
